Reactants_SMILES,Products_SMILES,Reaction_SMILES,ROOT:RX_ID,ROOT:RX_NVAR,ROOT:RX_RANK,ROOT:RX_RTYP,ROOT:RX_RCT,ROOT:RX_PRO,ROOT:RX_BIN,ROOT:RXD:CL,ROOT:RXD:STP,ROOT:RXD:T,ROOT:RXD:TYP,ROOT:RXD:SUB,ROOT:RXD:SOL,ROOT:RXD:citation,ROOT:COPYRIGHT:COPYRIGHT,ROOT:RXD:TIM,ROOT:RXD:COND,ROOT:RXD:PH,ROOT:RXD:LCN,ROOT:RXD:COM,ROOT:RXD:RGT,ROOT:RXD:YPRO,ROOT:RXD:YD,ROOT:RXD:NYD,ROOT:RXD:PRT,ROOT:RXD:RXDES,ROOT:RXD:YDO,ROOT:RXD:SNR,ROOT:RXD:SRCT,ROOT:RXD:LB,ROOT:RXD:TI,ROOT:RXD:TXT,ROOT:RXD:CAT
CC1C(=O)OC(C)(C)OC1=O,O=C1C=CC=CC1=O.CC1(C)OC(=O)C(C)(c2ccc(O)c(O)c2)C(=O)O1,CC1C(=O)OC(C)(C)OC1=O>>O=C1C=CC=CC1=O.CC1(C)OC(=O)C(C)(c2ccc(O)c(O)c2)C(=O)O1,27925373,1,56,full reaction,"2,2,5-trimethyl-1,3-dioxane-4,6-dione|ortoquinone",C13H14O6,291990,Chemical behaviour,1,25,Michael addition,Kinetics,phosphate buffer,8651409; Article; Nematollahi; Shayani-jam; Journal of Organic Chemistry; vol. 73; 9; (2008); p. 3428 - 3434;,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,7.0,,,,,,,,,,,,,,,
CC1C(=O)OC(C)(C)OC1=O,CC1=CC(=O)C(=O)C=C1.Cc1cc(O)c(O)cc1C1(C)C(=O)OC(C)(C)OC1=O,CC1C(=O)OC(C)(C)OC1=O>>CC1=CC(=O)C(=O)C=C1.Cc1cc(O)c(O)cc1C1(C)C(=O)OC(C)(C)OC1=O,27925374,1,56,full reaction,"2,2,5-trimethyl-1,3-dioxane-4,6-dione|4-methylbenzo-1,2-quinone",C14H16O6,292334,Chemical behaviour,1,25,Michael addition,Kinetics,phosphate buffer,8651409; Article; Nematollahi; Shayani-jam; Journal of Organic Chemistry; vol. 73; 9; (2008); p. 3428 - 3434;,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,7.0,,,,,,,,,,,,,,,
CC1C(=O)OC(C)(C)OC1=O,CC(C)(C)C1=CC(=O)C(=O)C=C1.CC1(C)OC(=O)C(C)(c2cc(O)c(O)cc2C(C)(C)C)C(=O)O1,CC1C(=O)OC(C)(C)OC1=O>>CC(C)(C)C1=CC(=O)C(=O)C=C1.CC1(C)OC(=O)C(C)(c2cc(O)c(O)cc2C(C)(C)C)C(=O)O1,27925375,1,56,full reaction,"2,2,5-trimethyl-1,3-dioxane-4,6-dione|4-t-butyl-1,2-benzoquinone",C17H22O6,292334,Chemical behaviour,1,25,Michael addition,Kinetics,phosphate buffer,8651409; Article; Nematollahi; Shayani-jam; Journal of Organic Chemistry; vol. 73; 9; (2008); p. 3428 - 3434;,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,7.0,,,,,,,,,,,,,,,
CC1C(=O)OC(C)(C)OC1=O,O=C(O)C1=CC(=O)C(=O)C=C1.CC1(C)OC(=O)C(C)(c2cc(O)c(O)cc2C(=O)O)C(=O)O1,CC1C(=O)OC(C)(C)OC1=O>>O=C(O)C1=CC(=O)C(=O)C=C1.CC1(C)OC(=O)C(C)(c2cc(O)c(O)cc2C(=O)O)C(=O)O1,27925376,1,56,full reaction,"2,2,5-trimethyl-1,3-dioxane-4,6-dione|3,4-dioxocyclohexa-1,5-diene-1-carboxylic acid",C14H14O8,292334,Chemical behaviour,1,25,Michael addition,Kinetics,phosphate buffer,8651409; Article; Nematollahi; Shayani-jam; Journal of Organic Chemistry; vol. 73; 9; (2008); p. 3428 - 3434;,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,7.0,,,,,,,,,,,,,,,
CC1C(=O)OC(C)(C)OC1=O,O=C(O)C1=CC=CC(=O)C1=O.CC1(C)OC(=O)C(C)(c2cc(O)c(O)c(C(=O)O)c2)C(=O)O1,CC1C(=O)OC(C)(C)OC1=O>>O=C(O)C1=CC=CC(=O)C1=O.CC1(C)OC(=O)C(C)(c2cc(O)c(O)c(C(=O)O)c2)C(=O)O1,27925377,1,56,full reaction,"2,2,5-trimethyl-1,3-dioxane-4,6-dione|o-quinone-3-carboxilic acid",C14H14O8,291990,Chemical behaviour,1,25,Michael addition,Kinetics,phosphate buffer,8651409; Article; Nematollahi; Shayani-jam; Journal of Organic Chemistry; vol. 73; 9; (2008); p. 3428 - 3434;,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,7.0,,,,,,,,,,,,,,,
N#Cc1c([S-])nn2ccccc12.[K+],C#CC(=O)OCC.N#Cc1c([S-])nn2ccccc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccccc2c1C#N.CCOC(=O)/C=C/Sc1nn2ccccc2c1C#N,N#Cc1c([S-])nn2ccccc12.[K+]>>C#CC(=O)OCC.N#Cc1c([S-])nn2ccccc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccccc2c1C#N.CCOC(=O)/C=C/Sc1nn2ccccc2c1C#N,28174257,1,56,full reaction|has preparation,"potassium 3-cyanopyrazolo[1,5-a]pyridine-2-thiolate|propynoic acid ethyl ester","(Z)-ethyl 3-[[3-cyanopyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-cyanopyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
Cc1cccc2c(C#N)c([S-])nn12.[K+],C#CC(=O)OCC.Cc1cccc2c(C#N)c([S-])nn12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2c(C)cccc2c1C#N.CCOC(=O)/C=C/Sc1nn2c(C)cccc2c1C#N,Cc1cccc2c(C#N)c([S-])nn12.[K+]>>C#CC(=O)OCC.Cc1cccc2c(C#N)c([S-])nn12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2c(C)cccc2c1C#N.CCOC(=O)/C=C/Sc1nn2c(C)cccc2c1C#N,28174259,1,56,full reaction|has preparation,C9H6N3S(1-)*K(1+)|propynoic acid ethyl ester,"(Z)-ethyl 3-[[3-cyano-7-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-cyano-7-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
Cc1ccn2nc([S-])c(C#N)c2c1.[K+],C#CC(=O)OCC.Cc1ccn2nc([S-])c(C#N)c2c1.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccc(C)cc2c1C#N.CCOC(=O)/C=C/Sc1nn2ccc(C)cc2c1C#N,Cc1ccn2nc([S-])c(C#N)c2c1.[K+]>>C#CC(=O)OCC.Cc1ccn2nc([S-])c(C#N)c2c1.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccc(C)cc2c1C#N.CCOC(=O)/C=C/Sc1nn2ccc(C)cc2c1C#N,28174261,1,56,full reaction|has preparation,C9H6N3S(1-)*K(1+)|propynoic acid ethyl ester,"(Z)-ethyl 3-[[3-cyano-5-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-cyano-5-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
Cc1cc(C)c2c(C#N)c([S-])nn2c1.[K+],C#CC(=O)OCC.Cc1cc(C)c2c(C#N)c([S-])nn2c1.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2cc(C)cc(C)c2c1C#N.CCOC(=O)/C=C/Sc1nn2cc(C)cc(C)c2c1C#N,Cc1cc(C)c2c(C#N)c([S-])nn2c1.[K+]>>C#CC(=O)OCC.Cc1cc(C)c2c(C#N)c([S-])nn2c1.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2cc(C)cc(C)c2c1C#N.CCOC(=O)/C=C/Sc1nn2cc(C)cc(C)c2c1C#N,28174263,1,56,full reaction|has preparation,C10H8N3S(1-)*K(1+)|propynoic acid ethyl ester,"(Z)-ethyl 3-[[3-cyano-4,6-dimethylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-cyano-4,6-dimethylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)c1c([S-])nn2ccccc12.[K+],COC(=O)C#Cc1ccccc1.CCOC(=O)c1c(S/C(=C\C(=O)OC)c2ccccc2)nn2ccccc12.CCOC(=O)c1c(S/C(=C/C(=O)OC)c2ccccc2)nn2ccccc12,CCOC(=O)c1c([S-])nn2ccccc12.[K+]>>COC(=O)C#Cc1ccccc1.CCOC(=O)c1c(S/C(=C\C(=O)OC)c2ccccc2)nn2ccccc12.CCOC(=O)c1c(S/C(=C/C(=O)OC)c2ccccc2)nn2ccccc12,28174264,1,56,full reaction|has preparation,"potassium 3-(ethoxycarbonyl)pyrazolo[1,5-a]pyridine-2-thiolate|phenylpropynoic acid methyl ester","methyl Z-3-[[3-(ethoxycarbonyl)pyrazolo[1,5-a]pyridin-2-yl]thio]-3-phenylacrylate|methyl E-3-[[3-(ethoxycarbonyl)pyrazolo[1,5-a]pyridin-2-yl]thio]-3-phenylacrylate",188542|188542,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)c1c([S-])nn2ccccc12.[K+],C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2ccccc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccccc2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2ccccc2c1C(=O)OCC,CCOC(=O)c1c([S-])nn2ccccc12.[K+]>>C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2ccccc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccccc2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2ccccc2c1C(=O)OCC,28174265,1,56,full reaction|has preparation,"potassium 3-(ethoxycarbonyl)pyrazolo[1,5-a]pyridine-2-thiolate|propynoic acid ethyl ester","(Z)-ethyl 3-[[3-(ethoxycarbonyl)pyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-(ethoxycarbonyl)pyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+],COC(=O)C#Cc1ccccc1.CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+].COC(=O)C#Cc1ccccc1.CCOC(=O)c1c(S/C(=C\C(=O)OC)c2ccccc2)nn2c(C)cccc12.CCOC(=O)c1c(S/C(=C/C(=O)OC)c2ccccc2)nn2c(C)cccc12,CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+]>>COC(=O)C#Cc1ccccc1.CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+].COC(=O)C#Cc1ccccc1.CCOC(=O)c1c(S/C(=C\C(=O)OC)c2ccccc2)nn2c(C)cccc12.CCOC(=O)c1c(S/C(=C/C(=O)OC)c2ccccc2)nn2c(C)cccc12,28174266,1,56,full reaction|has preparation,C11H11N2O2S(1-)*K(1+)|phenylpropynoic acid methyl ester,"methyl Z-3-[[3-ethoxycarbonyl-7-methylpyrazolo[1,5-a]pyridin-2-yl]thio]-3-phenylacrylate|methyl E-3-[[3-ethoxycarbonyl-7-methylpyrazolo[1,5-a]pyridin-2-yl]thio]-3-phenylacrylate",188542|188542,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+],C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2c(C)cccc2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2c(C)cccc2c1C(=O)OCC,CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+]>>C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2c(C)cccc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2c(C)cccc2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2c(C)cccc2c1C(=O)OCC,28174267,1,56,full reaction|has preparation,C11H11N2O2S(1-)*K(1+)|propynoic acid ethyl ester,"(Z)-ethyl 3-[[3-ethoxycarbonyl-7-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-ethoxycarbonyl-7-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)c1c([S-])nn2ccc(C)cc12.[K+],C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2ccc(C)cc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccc(C)cc2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2ccc(C)cc2c1C(=O)OCC,CCOC(=O)c1c([S-])nn2ccc(C)cc12.[K+]>>C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2ccc(C)cc12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2ccc(C)cc2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2ccc(C)cc2c1C(=O)OCC,28174269,1,56,full reaction|has preparation,C11H11N2O2S(1-)*K(1+)|propynoic acid ethyl ester,"(Z)-ethyl 3-[[3-ethoxycarbonyl-5-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-ethoxycarbonyl-5-methylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)c1c([S-])nn2cc(C)cc(C)c12.[K+],C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2cc(C)cc(C)c12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2cc(C)cc(C)c2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2cc(C)cc(C)c2c1C(=O)OCC,CCOC(=O)c1c([S-])nn2cc(C)cc(C)c12.[K+]>>C#CC(=O)OCC.CCOC(=O)c1c([S-])nn2cc(C)cc(C)c12.[K+].C#CC(=O)OCC.CCOC(=O)/C=C\Sc1nn2cc(C)cc(C)c2c1C(=O)OCC.CCOC(=O)/C=C/Sc1nn2cc(C)cc(C)c2c1C(=O)OCC,28174271,1,56,full reaction|has preparation,C12H13N2O2S(1-)*K(1+)|propynoic acid ethyl ester,"(Z)-ethyl 3-[[3-ethoxycarbonyl-4,6-dimethylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate|(E)-ethyl 3-[[3-ethoxycarbonyl-4,6-dimethylpyrazolo[1,5-a]pyridin-2-yl]thio]acrylate",189987|189987,Preparation,1,50 - 60,Michael addition,,,"8706433; Article; Isawa, Hidetoshi; Kakehi, Akikazu; Suga, Hiroyuki; Heterocyclic Communications; vol. 14; 3; (2008); p. 141 - 148;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,2,,,experimental part,,,,,,,,,,,,,,
CCOC(=O)C=Cc1ccccc1,NCc1ccccc1.CCOC(=O)CC(NCc1ccccc1)c1ccccc1.O=C(CC(NCc1ccccc1)c1ccccc1)NCc1ccccc1,CCOC(=O)C=Cc1ccccc1>>NCc1ccccc1.CCOC(=O)CC(NCc1ccccc1)c1ccccc1.O=C(CC(NCc1ccccc1)c1ccccc1)NCc1ccccc1,28601178,1,56,full reaction|has preparation,ethyl 3-phenyl-2-propenoate|benzylamine,rac-ethyl 3-benzylamino-3-phenylpropanoate|N-benzyl-3-(benzylamino)-3-phenylpropanamide,228573|210120,Preparation,1,60,aza-Michael addition,,,"8764151; Article; Weiß, Markus; Gröger, Harald; Synlett; 8; (2009); p. 1251 - 1254;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,96,Neat (no solvent),,experimental part,,,,,,,,,,,,,,
CCC=CC(=O)OCC,NCc1ccccc1.CCC(CC(=O)NCc1ccccc1)NCc1ccccc1.CCOC(=O)CC(CC)NCc1ccccc1,CCC=CC(=O)OCC>>NCc1ccccc1.CCC(CC(=O)NCc1ccccc1)NCc1ccccc1.CCOC(=O)CC(CC)NCc1ccccc1,28601183,1,56,full reaction|has preparation,ethyl 2-pentenoate|benzylamine,C19H24N2O|ethyl 3-(benzylamino)valerate,224464|210120,Preparation,1,60,aza-Michael addition,,,"8764151; Article; Weiß, Markus; Gröger, Harald; Synlett; 8; (2009); p. 1251 - 1254;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,30,Neat (no solvent),,experimental part,,,,,,,,,,,,,,
CCCC=CC(=O)OCC,NCc1ccccc1.CCCC(CC(=O)NCc1ccccc1)NCc1ccccc1.CCCC(CC(=O)OCC)NCc1ccccc1,CCCC=CC(=O)OCC>>NCc1ccccc1.CCCC(CC(=O)NCc1ccccc1)NCc1ccccc1.CCCC(CC(=O)OCC)NCc1ccccc1,28601185,1,56,full reaction|has preparation,ethyl hex-2-enoate|benzylamine,C20H26N2O|ethyl 3-(benzylamino)caproate,210120|224464,Preparation,1,60,aza-Michael addition,,,"8764151; Article; Weiß, Markus; Gröger, Harald; Synlett; 8; (2009); p. 1251 - 1254;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,30,Neat (no solvent),,experimental part,,,,,,,,,,,,,,
CCOC(=O)C=CC(F)(F)F,NCc1ccccc1.NCc1ccccc1.NCc1ccccc1.O=C(CC(NCc1ccccc1)C(F)(F)F)NCc1ccccc1.CCOC(=O)CC(NCc1ccccc1)C(F)(F)F,CCOC(=O)C=CC(F)(F)F>>NCc1ccccc1.NCc1ccccc1.NCc1ccccc1.O=C(CC(NCc1ccccc1)C(F)(F)F)NCc1ccccc1.CCOC(=O)CC(NCc1ccccc1)C(F)(F)F,28601187,1,56,full reaction|has preparation,"ethyl 4,4,4-trifluorobut-2-enoate|benzylamine","N-benzyl-4,4,4-trifluoro-3-benzylaminobutanamide|ethyl 3-(benzylamino)-4,4,4-trifluorobutanoate",224464|210120,Preparation,1,60,aza-Michael addition,,,"8764151; Article; Weiß, Markus; Gröger, Harald; Synlett; 8; (2009); p. 1251 - 1254;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,30,Neat (no solvent),,experimental part,,,,,,,,,,,,,,
C=CCNC,CC(=Cc1ccccc1)[N+](=O)[O-].C=CCN(C)[C@@H](c1ccccc1)[C@H](C)[N+](=O)[O-].C=CCN(C)[C@@H](c1ccccc1)[C@@H](C)[N+](=O)[O-],C=CCNC>>CC(=Cc1ccccc1)[N+](=O)[O-].C=CCN(C)[C@@H](c1ccccc1)[C@H](C)[N+](=O)[O-].C=CCN(C)[C@@H](c1ccccc1)[C@@H](C)[N+](=O)[O-],29337538,1,56,full reaction|has preparation,N-methyl-N-allylamine|(2-nitroprop-1-enyl)benzene,allyl-methyl-(2-nitro-1-phenyl-propyl)-amine|allyl-methyl-(2-nitro-1-phenyl-propyl)-amine,,Preparation,1,,Michael addition,,dichloromethane,"8865566; Article; Dumez, Estelle; Durand, Anne-Catherine; Guillaume, Martial; Roger, Pierre-Yves; Faure, Robert; Pons, Jean-Marc; Herbette, Gaetan; Dulcere, Jean-Pierre; Bonne, Damien; Rodriguez, Jean",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,24,Reflux,,supporting information; experimental part,optical yield given as %de|diastereoselective reaction,,,,,,,,,,,,,
O=[N+]([O-])C1=CCCCC1,C=CCN.O=[N+]([O-])C1=CCCCC1.C=CCN.C=CCN[C@H]1CCCC[C@@H]1[N+](=O)[O-].C=CCN[C@H]1CCCC[C@H]1[N+](=O)[O-],O=[N+]([O-])C1=CCCCC1>>C=CCN.O=[N+]([O-])C1=CCCCC1.C=CCN.C=CCN[C@H]1CCCC[C@@H]1[N+](=O)[O-].C=CCN[C@H]1CCCC[C@H]1[N+](=O)[O-],29337593,1,56,full reaction|has preparation,1-nitrocyclohexene|1-amino-2-propene,allyl-(2-nitro-cyclohexyl)-amine|allyl-(2-nitro-cyclohexyl)-amine,,Preparation,1,,Michael addition,,dichloromethane,"8865566; Article; Dumez, Estelle; Durand, Anne-Catherine; Guillaume, Martial; Roger, Pierre-Yves; Faure, Robert; Pons, Jean-Marc; Herbette, Gaetan; Dulcere, Jean-Pierre; Bonne, Damien; Rodriguez, Jean",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,16,Reflux,,supporting information; experimental part,optical yield given as %de|diastereoselective reaction,,,,,,,,,,,,,
C=CCOC(=O)/C(C)=C/[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=S)[C@@H](C)[C@H](C[C@H](C)C[C@H](OC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(C)(C)C)O[Si](C)(C)C(C)(C)C,C=CCOC(=O)C(C)C1SC([C@@H](C)[C@H](C[C@H](C)C[C@H](OC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)=NC1CO[Si](C)(C)C(C)(C)C,C=CCOC(=O)/C(C)=C/[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=S)[C@@H](C)[C@H](C[C@H](C)C[C@H](OC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(C)(C)C)O[Si](C)(C)C(C)(C)C>>C=CCOC(=O)C(C)C1SC([C@@H](C)[C@H](C[C@H](C)C[C@H](OC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)=NC1CO[Si](C)(C)C(C)(C)C,29467011,1,56,full reaction|has preparation,C44H82N2O8SSi2,C44H82N2O8SSi2,,Preparation,1,,Michael addition,,,"8883534; Article; Numajiri, Yoshitaka; Takahashi, Takashi; Doi, Takayuki; Chemistry - An Asian Journal; vol. 4; 1; (2009); p. 111 - 125;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,scheme or table,,,,,,,,,,,,,,
O=C(C=Cc1ccc(Cl)cc1)c1ccccc1,CC[N+](=O)[O-].CC(C(CC(=O)c1ccccc1)c1ccc(Cl)cc1)[N+](=O)[O-].CC(C(CC(=O)c1ccccc1)c1ccc(Cl)cc1)[N+](=O)[O-],O=C(C=Cc1ccc(Cl)cc1)c1ccccc1>>CC[N+](=O)[O-].CC(C(CC(=O)c1ccccc1)c1ccc(Cl)cc1)[N+](=O)[O-].CC(C(CC(=O)c1ccccc1)c1ccc(Cl)cc1)[N+](=O)[O-],29799944,1,56,full reaction|has preparation,3-(4-chlorophenyl)-1-phenylprop-2-en-1-one|Nitroethane,3-(4-chlorophenyl)-4-nitro-1-phenylpentan-1-one|3-(4-chlorophenyl)-4-nitro-1-phenylpentan-1-one,,Preparation,1,,Michael addition,,,"8929933; Article; Vijaikumar, Sakthivel; Pitchumani, Kasi; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 49; 4; (2010); p. 469 - 474;",Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,0.1,Microwave irradiation,,experimental part,,hydrotalcite,,,,,,,,,,,,
