Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:RGT:AMD,RXN:VAR:CAT:AMD,RXN:RCT:AMD,RXN:PRO:AMD
C=CCO[C@H]1O[C@H](C(=O)OCc2ccccc2)[C@H](OCc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H](O)O[C@@H]2C(=O)OCc2ccccc2)cc1,C=CCO[C@H]1O[C@H](C(=O)OCc2ccccc2)[C@H](OCc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1>>COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H](O)O[C@@H]2C(=O)OCc2ccccc2)cc1,1000375-94-9,1000375-95-0,31-006-CAS-3766948,1,2,100,280-57-9,"['64-17-5', '108-88-3', '7732-18-5', '67-64-1']","stereoselective, 78:22 alpha:beta",Allyl deprotection of galacturonic acid derivatives: mechanistic aspects,"Barbier, Maximilien; Grand, Eric; Kovensky, Jose","Carbohydrate Research (2007), 342(17), 2635-2640","['14694-95-2', '7487-94-7', '21908-53-2']",,,,,
N#CNc1nc(N2CCCCC2)nc(N2CCCCC2)n1,NC(=S)Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,N#CNc1nc(N2CCCCC2)nc(N2CCCCC2)n1>>NC(=S)Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,100033-27-0,103492-28-0,31-300-CAS-7247117,1,1,100,"['62-55-5', '7783-06-4']",7732-18-5,high diln.,Synthesis and reactivity of,"Freiberg, Renate; Bulka, Ehrenfried","Journal fuer Praktische Chemie (Leipzig) (1987), 329(2), 259-70",,,,,,
CNc1nc(NC)nc(NC#N)n1,CNc1nc(NC)nc(NC(N)=S)n1,CNc1nc(NC)nc(NC#N)n1>>CNc1nc(NC)nc(NC(N)=S)n1,100033-28-1,103492-29-1,31-300-CAS-9395098,1,1,100,"['62-55-5', '7783-06-4']",7732-18-5,high diln.,Synthesis and reactivity of,"Freiberg, Renate; Bulka, Ehrenfried","Journal fuer Praktische Chemie (Leipzig) (1987), 329(2), 259-70",,,,,,
CCOC(=O)C1(N(NC(=O)OCc2ccccc2)C(=O)OCc2ccccc2)CC(=O)NC1=O,CCOC(=O)C1(NN)CC(=O)NC1=O,CCOC(=O)C1(N(NC(=O)OCc2ccccc2)C(=O)OCc2ccccc2)CC(=O)NC1=O>>CCOC(=O)C1(NN)CC(=O)NC1=O,1000784-34-8,1000784-35-9,31-353-CAS-6097051,1,1,100,1333-74-0,64-17-5,palladium-activated carbon ethylenediamine complex used,Process for preparation of optically active,"Tanaka, Daisuke; Negoro, Toshiyuki","World Intellectual Property Organization, WO2008004416 A1 2008-01-10",7440-05-3,[0050] Reference Example 2 Preparation of ethyl,,,,
COC(=O)c1ccc(C)cc1Nc1ccccc1C(=O)O,COC(=O)c1ccc(C)c2c(=O)c3ccccc3[nH]c12,COC(=O)c1ccc(C)cc1Nc1ccccc1C(=O)O>>COC(=O)c1ccc(C)c2c(=O)c3ccccc3[nH]c12,100038-82-2,1035806-04-2,31-091-CAS-16819431,1,1,100,,,"Friedel-Crafts acylation, catalyst prepared and used",Ethyl metaphosphate,"Merriman, Gregory","e-EROS Encyclopedia of Reagents for Organic Synthesis (2001), 1-2",801-24-1,,,,,
[N-]=[N+]=NC(=O)c1ccc(-c2ccccc2)nc1N,O=c1[nH]c2ccc(-c3ccccc3)nc2[nH]1,[N-]=[N+]=NC(=O)c1ccc(-c2ccccc2)nc1N>>O=c1[nH]c2ccc(-c3ccccc3)nc2[nH]1,100122-97-2,116082-66-7,31-614-CAS-28592546,1,1,100,,1330-20-7,Classification: Rearrangement; Heterocycle formation; # Conditions:,Synthesis of N-containing heterocycles. XII. Synthesis of,"Dornow, Alfred; Hahmann, Otto",Archiv der Pharmazie und Berichte der Deutschen Pharmazeutischen,,,,,,
CN(C)c1ccc(C=O)cc1,COS(=O)(=O)[O-].Cc1cc[n+](C)c2ccccc12.CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1.[I-],CN(C)c1ccc(C=O)cc1>>COS(=O)(=O)[O-].Cc1cc[n+](C)c2ccccc12.CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1.[I-],"['100-10-7', '54654-70-5']",20327-08-6,31-333-CAS-6829209,1,2,100,"['1066-33-7', '7681-11-0']","['7732-18-5', '67-56-1']","green chemistry-waste reduction, microwave irradiation ((stage 1)),",Novel environmentally benign procedures for the synthesis of styryl dyes,"Vasilev, Aleksey; Deligeorgiev, Todor; Gadjev, Nikolai; Kaloyanova,","Dyes and Pigments (2008), 77(3), 550-555",,,,,,
COc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)N1CC2CNCC2C1.O=C(O)C(F)(F)F.COc1ccc(C(=O)N2CC3CNCC3C2)cc1.O=C(O)C(F)(F)F,COc1ccc(C(=O)O)cc1>>CC(C)(C)OC(=O)N1CC2CNCC2C1.O=C(O)C(F)(F)F.COc1ccc(C(=O)N2CC3CNCC3C2)cc1.O=C(O)C(F)(F)F,"['100-09-4', '141449-85-6', '76-05-1']",1392331-24-6,31-363-CAS-13690538,1,3,100,"['121-44-8', '94790-37-1']",75-09-2,product purity 95-100%,"Discovery of 3-(5-Chloro-2-furoyl)-3,7-diazabicyclo[3.3.0]octane","Mazurov, Anatoly A.; Miao, Lan; Bhatti, Balwinder S.; Strachan, Jon-Paul;","Journal of Medicinal Chemistry (2012), 55(21), 9181-9194",,General/Typical Procedure: General Procedure for Parallel Synthesis of,,,,
CCOC(=O)c1cc(C#N)c(=O)[nH]c1C(C)F,CCOC(=O)c1cc(C#N)c(Cl)nc1C(C)F,CCOC(=O)c1cc(C#N)c(=O)[nH]c1C(C)F>>CCOC(=O)c1cc(C#N)c(Cl)nc1C(C)F,1001026-20-5,1001026-21-6,31-092-CAS-15327964,1,1,100,7719-09-7,108-88-3,incremental addition of SOCl2 and DMF,Preparation of nicotinates as P2Y12 purinoceptor antagonists for,"Antonsson, Thomas; Bach, Peter; Brown, David; Bylund, Ruth; Giordanetto,","World Intellectual Property Organization, WO2008004946 A1 2008-01-10",68-12-2,(c) Ethyl 6-chloro-5-cyano-2-(1-fluoroethyl)nicotinate Ethyl,,,,
COC(=O)c1ccc2[nH]cc(C[C@H]3COCCN3c3nc4c(s3)C(=O)NC(C)(C)C4)c2c1,CC1(C)Cc2nc(N3CCOC[C@@H]3Cc3c[nH]c4ccc(C(=O)O)cc34)sc2C(=O)N1,COC(=O)c1ccc2[nH]cc(C[C@H]3COCCN3c3nc4c(s3)C(=O)NC(C)(C)C4)c2c1>>CC1(C)Cc2nc(N3CCOC[C@@H]3Cc3c[nH]c4ccc(C(=O)O)cc34)sc2C(=O)N1,1000793-03-2,1000793-05-4,31-352-CAS-12450277,1,2,100,"['1310-65-2', '7647-01-0']","['123-91-1', '7732-18-5']",incremental addition of reagent in stage 1,Fused thiazole derivatives as PI3 kinase inhibitors and their,"Alexander, Rikki Peter; Aujla, Pavandeep Singh; Crepy, Karen Viviane","World Intellectual Property Organization, WO2008001076 A1 2008-01-03",,"3-{[(3S)-4-(6,6-Dimethyl-4-oxo-4,5,6,7-tetrahydro[1,3]thiazolo[5,4-c]pyridin-2-yl)morpholin-3-yl]methyl}-1H-indole-5-carboxylic",,,,
COc1ccc(C(C)=O)cc1,COc1c(C=O)cccc1C(C)(C)C.COc1ccc(C(=O)/C=C/c2cccc(C(C)(C)C)c2OC)cc1,COc1ccc(C(C)=O)cc1>>COc1c(C=O)cccc1C(C)(C)C.COc1ccc(C(=O)/C=C/c2cccc(C(C)(C)C)c2OC)cc1,"['100-06-1', '882532-99-2']",3055673-47-4,31-614-CAS-35110804,1,2,100,1310-73-2,64-17-5,"stereoselective, aldol reaction",Modifications to a Biphenolic Antibacterial Compound: Activity against,"Roenfanz, Hanna F.; Ochoa, Cristian R.; Kozlowski, Marisa C.","ChemMedChem (2023), 18(2), e202200521",,,,,,
CB1OB(C)OB(C)O1,CC(C)(C)OC(=O)N1CCc2scc(Br)c2C1.Cc1csc2c1CN(C(=O)OC(C)(C)C)CC2,CB1OB(C)OB(C)O1>>CC(C)(C)OC(=O)N1CCc2scc(Br)c2C1.Cc1csc2c1CN(C(=O)OC(C)(C)C)CC2,"['823-96-1', '1000577-81-0']",230301-86-7,31-179-CAS-15855239,1,1,100,584-08-7,123-91-1,"Suzuki coupling, sealed tube used",Compound as potassium channel modulator,"Chen, Huanming; Liang, Bo; Zhao, Zhongqiang; Cao, Wenjie; Xu, Wanmei; Li,","World Intellectual Property Organization, WO2014048165 A1 2014-04-03",14221-01-3,,,,,
COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1N,COc1cc2c(c(OC)c1OC)CCC(O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C=C2OS(=O)(=O)C(F)(F)F.COc1ccc(C2=CC(O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)CCc3c2cc(OC)c(OC)c3OC)cc1N,COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1N>>COc1cc2c(c(OC)c1OC)CCC(O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C=C2OS(=O)(=O)C(F)(F)F.COc1ccc(C2=CC(O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)CCc3c2cc(OC)c(OC)c3OC)cc1N,"['1000339-10-5', '1426126-83-1']",1426127-77-6,31-179-CAS-2240483,1,2,100,584-08-7,"['64-17-5', '71-43-2', '7732-18-5']",Suzuki coupling,Preparation of combretastatin A-4 like compounds including bestatins and,"Walsh, John Jarlath; Shah, Richard; McCormack, Emmet Martin; Hudson,","World Intellectual Property Organization, WO2013026942 A1 2013-02-28",14221-01-3,Suzuki Coupling (free aniline) to yield,,,,
c1cc2c(cc1CN1CCNCC1)OCO2,Cc1ccc(S(=O)(=O)N2[C@H](c3cccc(F)c3)CCC[C@@H]2C2(OC(=O)Oc3ccc([N+](=O)[O-])cc3)CC2)cc1F.Cc1ccc(S(=O)(=O)N2[C@H](c3cccc(F)c3)CCC[C@@H]2C2(OC(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)CC2)cc1F,c1cc2c(cc1CN1CCNCC1)OCO2>>Cc1ccc(S(=O)(=O)N2[C@H](c3cccc(F)c3)CCC[C@@H]2C2(OC(=O)Oc3ccc([N+](=O)[O-])cc3)CC2)cc1F.Cc1ccc(S(=O)(=O)N2[C@H](c3cccc(F)c3)CCC[C@@H]2C2(OC(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)CC2)cc1F,"['32231-06-4', '1000811-14-2']",1000810-72-9,31-368-CAS-333088,1,2,100,"['100-52-7', '505097-38-1']","['67-56-1', '107-06-2']","combinatorial, solid-supported reagent, PS-NCO resin and PS-benzaldehyde",Solution-Phase Parallel Synthesis of Carbamates as γ-Secretase Inhibitors,"Vaccaro, Henry A.; Zhao, Zhiqiang; Clader, John W.; Song, Lixin;","Journal of Combinatorial Chemistry (2008), 10(1), 56-62",,General/Typical Procedure: Synthesis of Library 3. Set-up of Reactions.:,polystyrene supported,,,
Brc1ccccc1,C#CCC(CC=COC)(COC(C)=O)COC(C)=O.COC=CCC(CC#Cc1ccccc1)(COC(C)=O)COC(C)=O,Brc1ccccc1>>C#CCC(CC=COC)(COC(C)=O)COC(C)=O.COC=CCC(CC#Cc1ccccc1)(COC(C)=O)COC(C)=O,"['108-86-1', '1000880-16-9']",1000879-85-5,31-180-CAS-6997129,1,2,100,,108-18-9,Sonogashira reaction,Gold(I)-Catalyzed Intramolecular [4+2] Cycloadditions of Arylalkynes or,"Nieto-Oberhuber, Cristina; Perez-Galan, Patricia; Herrero-Gomez, Elena;","Journal of the American Chemical Society (2008), 130(1), 269-279","['7681-65-4', '13965-03-2']",General/Typical Procedure: General Procedure for the Sonogashira,,,,
FCCI,C=CCN(C(=O)C1CCN(c2[nH]c(=O)c(C(=O)OCC)cc2C#N)CC1)S(=O)(=O)Cc1ccccc1.C=CCN(C(=O)C1CCN(c2nc(OCCF)c(C(=O)OCC)cc2C#N)CC1)S(=O)(=O)Cc1ccccc1,FCCI>>C=CCN(C(=O)C1CCN(c2[nH]c(=O)c(C(=O)OCC)cc2C#N)CC1)S(=O)(=O)Cc1ccccc1.C=CCN(C(=O)C1CCN(c2nc(OCCF)c(C(=O)OCC)cc2C#N)CC1)S(=O)(=O)Cc1ccccc1,"['762-51-6', '1001026-28-3']",1001026-29-4,31-019-CAS-8282117,1,1,100,534-16-7,75-05-8,incremental addition of 1-fluoro-2-iodoethane,Preparation of nicotinates as P2Y12 purinoceptor antagonists for,"Antonsson, Thomas; Bach, Peter; Brown, David; Bylund, Ruth; Giordanetto,","World Intellectual Property Organization, WO2008004946 A1 2008-01-10",,(e) Ethyl,,,,
C1CCC(N2CCNCC2)CC1,O=C(Oc1ccc([N+](=O)[O-])cc1)OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2cccc(F)c2)CC1.O=C(OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2cccc(F)c2)CC1)N1CCN(C2CCCCC2)CC1,C1CCC(N2CCNCC2)CC1>>O=C(Oc1ccc([N+](=O)[O-])cc1)OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2cccc(F)c2)CC1.O=C(OC1([C@H]2CCC[C@@H](c3cccc(F)c3)N2S(=O)(=O)c2cccc(F)c2)CC1)N1CCN(C2CCCCC2)CC1,"['17766-28-8', '1000811-10-8']",1000809-67-5,31-368-CAS-5471819,1,2,100,"['100-52-7', '505097-38-1']","['67-56-1', '107-06-2']","combinatorial, solid-supported reagent, PS-NCO resin and PS-benzaldehyde",Solution-Phase Parallel Synthesis of Carbamates as γ-Secretase Inhibitors,"Vaccaro, Henry A.; Zhao, Zhiqiang; Clader, John W.; Song, Lixin;","Journal of Combinatorial Chemistry (2008), 10(1), 56-62",,General/Typical Procedure: Synthesis of Library 3. Set-up of Reactions.:,polystyrene supported,,,
O=Cc1ccc(C=O)cc1,N#CCc1ccc(N(c2ccccc2)c2ccccc2)cc1.N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,O=Cc1ccc(C=O)cc1>>N#CCc1ccc(N(c2ccccc2)c2ccccc2)cc1.N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,"['623-27-8', '1000549-32-5']",2248162-00-5,31-333-CAS-19568605,1,1,100,,108-90-7,"stereoselective, continuous flow mode, Amberlite FPA60 prepared and used",Knoevenagel Condensation of Aldehydes and Ketones with Alkyl Nitriles,"Ishitani, Haruro; Saito, Yuki; Nakamura, Yosuke; Yoo, Woo-Jin; Kobayashi,","Asian Journal of Organic Chemistry (2018), 7(10), 2061-2064",,,,,,
Nc1nc(-c2ccco2)c2cn[nH]c2n1,O=[N+]([O-])c1ccc(CBr)cc1.Nc1nc(-c2ccco2)c2cnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,Nc1nc(-c2ccco2)c2cn[nH]c2n1>>O=[N+]([O-])c1ccc(CBr)cc1.Nc1nc(-c2ccco2)c2cnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,"['443103-39-7', '100-11-8']",443121-96-8,31-031-CAS-4298694,1,2,100,7646-69-7,68-12-2,34-100% yield,Antagonists of the human adenosine A2A receptor. Part 3: Design and,"Gillespie, Roger J.; Cliffe, Ian A.; Dawson, Claire E.; Dourish, Colin","Bioorganic & Medicinal Chemistry Letters (2008), 18(9), 2924-2929",,,,,,
COc1ccc(C(=O)Cl)cc1,Cn1cc(OCc2ccccc2)c(=O)cc1CN.COc1ccc(C(=O)NCc2cc(=O)c(OCc3ccccc3)cn2C)cc1,COc1ccc(C(=O)Cl)cc1>>Cn1cc(OCc2ccccc2)c(=O)cc1CN.COc1ccc(C(=O)NCc2cc(=O)c(OCc3ccccc3)cn2C)cc1,"['100-07-2', '812653-97-7']",1902035-91-9,31-614-CAS-35491681,1,2,100,,"['68-12-2', '7732-18-5']",key intermediate,New Pqs Quorum Sensing System Inhibitor as an Antibacterial Synergist,"Liu, Jun; Hou, Jin-Song; Chang, Yi-Qun; Peng, Li-Jun; Zhang, Xiao-Yi;","Journal of Medicinal Chemistry (2022), 65(1), 688-709",110-86-1,,,,,
CN(C)c1ccc(C=O)cc1,CC(N)CO.C[C@H]1CO[C@@H](c2ccc(N(C)C)cc2)N1,CN(C)c1ccc(C=O)cc1>>CC(N)CO.C[C@H]1CO[C@@H](c2ccc(N(C)C)cc2)N1,"['100-10-7', '6168-72-5']",1001428-31-4,31-301-CAS-4430413,1,1,100,,67-56-1,"stereoselective, product exists as a mixt. of tautomers",Substituent effects in the ring-chain tautomerism of 4-alkyl-2-aryl,"Juhasz, Marta; Lazar, Laszlo; Fulop, Ferenc","Journal of Heterocyclic Chemistry (2007), 44(6), 1465-1473",,,,,,
CC1(C)Cc2nc(N3CCOc4cc(Br)ccc43)sc2C(=O)N1,CC1(C)Cc2nc(N3CCOc4cc(N)ccc43)sc2C(=O)N1,CC1(C)Cc2nc(N3CCOc4cc(Br)ccc43)sc2C(=O)N1>>CC1(C)Cc2nc(N3CCOc4cc(N)ccc43)sc2C(=O)N1,1000796-82-6,1000797-17-0,31-172-CAS-5013072,1,2,100,"['865-48-5', '1013-88-3', '7647-01-0']","['109-99-9', '60-29-7', '67-56-1', '75-09-2']","microwave irradiation (in stage 1), thermal (in stage 1), reaction in a",Fused thiazole derivatives as PI3 kinase inhibitors and their,"Alexander, Rikki Peter; Aujla, Pavandeep Singh; Crepy, Karen Viviane","World Intellectual Property Organization, WO2008001076 A1 2008-01-03","['51364-51-3', '98327-87-8']","2-(7-Amino-2,3-dihydro-4H-1,4-benzoxazin-4-yl)-6,6-dimethyl-6,7-dihydro[1,3]thiazolo[5,4-c]pyridin-4(5H)-one.",,,,
C=C(C)C=C(C)C,CC(C)(C)[P]([Au+][Cl-])(c1ccccc1-c1ccccc1)C(C)(C)C.CC(C)=CC1(C)=[CH2][Au+]1[P](c1ccccc1-c1ccccc1)(C(C)(C)C)C(C)(C)C.[F-][Sb+5]([F-])([F-])([F-])([F-])[F-],C=C(C)C=C(C)C>>CC(C)(C)[P]([Au+][Cl-])(c1ccccc1-c1ccccc1)C(C)(C)C.CC(C)=CC1(C)=[CH2][Au+]1[P](c1ccccc1-c1ccccc1)(C(C)(C)C)C(C)(C)C.[F-][Sb+5]([F-])([F-])([F-])([F-])[F-],"['1000-86-8', '854045-93-5']",1301268-06-3,31-562-CAS-8921752,1,1,100,26042-64-8,75-09-2,"in the dark, regioselective, sealed flask used","Syntheses, x-ray crystal structures, and solution behavior of cationic,","Brooner, Rachel E. M.; Widenhoefer, Ross A.","Organometallics (2011), 30(11), 3182-3193",,General/Typical Procedure:,,,,
Nc1ccccc1N,O=[N+]([O-])c1ccc(CBr)cc1.O=C(O)CCl.O=[N+]([O-])c1ccc(Cn2c(CCl)nc3ccccc32)cc1,Nc1ccccc1N>>O=[N+]([O-])c1ccc(CBr)cc1.O=C(O)CCl.O=[N+]([O-])c1ccc(Cn2c(CCl)nc3ccccc32)cc1,"['95-54-5', '100-11-8', '79-11-8']",127007-23-2,31-031-CAS-6582388,1,2,100,"['584-08-7', '7647-01-0']","['75-05-8', '7732-18-5']","literature preparation, reactant assumed (stage 1)",Discovery of membrane active benzimidazole quinolones-based topoisomerase,"Zhang, Ling; Addla, Dinesh; Ponmani, Jeyakkumar; Wang, Ao; Xie, Dan;","European Journal of Medicinal Chemistry (2016), 111160-182",,,,,,
COc1ccc(C(C)=O)cc1,COc1ccc(C(=O)C=C(SC)SC)cc1.COc1ccc(C(=O)C=C(CC(=O)c2ccc(OC)cc2)SC)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc(C(=O)C=C(SC)SC)cc1.COc1ccc(C(=O)C=C(CC(=O)c2ccc(OC)cc2)SC)cc1,"['100-06-1', '33868-76-7']",78227-65-3,31-254-CAS-21195422,1,1,100,,,,Ketene dithio acetals as synthetic intermediates. Synthesis of,"Potts, Kevin T.; Cipullo, Michael; Ralli, Philip; Theodoridis, George","Journal of the American Chemical Society (1981), 103(12), 3584-5",,,,,,
COc1ccc(C(=O)Cl)cc1,C=CCCO.C=CCCOC(=O)Nc1ccc(OC)cc1,COc1ccc(C(=O)Cl)cc1>>C=CCCO.C=CCCOC(=O)Nc1ccc(OC)cc1,"['100-07-2', '627-27-0']",1352723-34-2,31-354-CAS-4420950,1,2,100,"['110-86-1', '4648-54-8', '64-19-7']",68-12-2,"scalable, Curtius rearrangement, continuous flow microreactor used",Synthesis of (-)-oseltamivir by Using a Microreactor in the Curtius,"Ishikawa, Hayato; Bondzic, Bojan P.; Hayashi, Yujiro","European Journal of Organic Chemistry (2011), 2011(30), 6020-6031,",,,,,,
CC(=O)OC(C)=O,CC(=O)O[C@@H]1C(=O)N2CC[C@H](O)[C@]2(OC(C)=O)C(=O)N1C.CC(=O)O[C@@H]1C(=O)N2CC[C@H](OC(C)=O)[C@]2(OC(C)=O)C(=O)N1C,CC(=O)OC(C)=O>>CC(=O)O[C@@H]1C(=O)N2CC[C@H](O)[C@]2(OC(C)=O)C(=O)N1C.CC(=O)O[C@@H]1C(=O)N2CC[C@H](OC(C)=O)[C@]2(OC(C)=O)C(=O)N1C,"['108-24-7', '1001166-76-2']",1001166-78-4,31-355-CAS-1523390,1,2,100,1122-58-3,75-09-2,phosphate buffer used last stage,Construction of Epidithiodioxopiperazines by Directed Oxidation of,"Overman, Larry E.; Sato, Takaaki","Organic Letters (2007), 9(25), 5267-5270",,"Acetic anhydride (58 μL, 610 imol) was added to a solution of the this",,,,
Cc1ccc(S(=O)(=O)N[C@@H](C[C@H](O)CCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)N2[C@@H](CCO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)C[C@H]2c2ccccc2)cc1,Cc1ccc(S(=O)(=O)N[C@@H](C[C@H](O)CCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N2[C@@H](CCO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)C[C@H]2c2ccccc2)cc1,1000979-84-9,1000979-78-1,31-041-CAS-18024491,1,1,100,"['603-35-0', '2446-83-5']",109-99-9,"stereoselective, Mitsunobu reaction",Lewis Acid-Mediated Unprecedented Ring-Opening Rearrangement of,"Ghorai, Manas K.; Kumar, Amit; Das, Kalpataru","Organic Letters (2007), 9(26), 5441-5444",,2.1.2.4 Procedure for the synthesis of,,,,
CCOC(C)=N,CC(=NO)C(C)N.Cc1nc(C)c(C)[nH]1,CCOC(C)=N>>CC(=NO)C(C)N.Cc1nc(C)c(C)[nH]1,"['1000-84-6', '44521-35-9']",822-90-2,31-368-CAS-13476824,1,1,100,124-41-4,67-56-1,Classification: Condensation; Heterocycle formation; N-Alkylation; #,Chemistry of amino oximes. VIII. Reaction of carboxylic acid derivatives,"Gnichtel, Horst; Griebenow, Werner; Loewe, Werner","Chemische Berichte (1972), 105(6), 1865-74",,,,,,
O=Cc1ccc(C=O)cc1,C[Si](C)(C)CCOC(=O)NCc1ccc(CN)cc1.C[Si](C)(C)CCOC(=O)NCc1ccc(CN=Cc2ccc(C=NCc3ccc(CNC(=O)OCC[Si](C)(C)C)cc3)cc2)cc1,O=Cc1ccc(C=O)cc1>>C[Si](C)(C)CCOC(=O)NCc1ccc(CN)cc1.C[Si](C)(C)CCOC(=O)NCc1ccc(CN=Cc2ccc(C=NCc3ccc(CNC(=O)OCC[Si](C)(C)C)cc3)cc2)cc1,"['623-27-8', '1000297-54-0']",1166847-47-7,31-309-CAS-1136275,1,1,100,,108-88-3,Dean-Stark apparatus used,Efficient Preparation of Separable Pseudo[n]rotaxanes by Selective,"Yin, Jun; Chi, Chunyan; Wu, Jishan","Chemistry - A European Journal (2009), 15(24), 6050-6057,",,,,,,
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](Oc2ccnc3ccc(Oc4ccccc4)cc23)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,OC[C@H]1O[C@@H](O)[C@H](Oc2ccnc3ccc(Oc4ccccc4)cc23)[C@@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](Oc2ccnc3ccc(Oc4ccccc4)cc23)[C@@H](OC(C)=O)[C@@H]1OC(C)=O>>OC[C@H]1O[C@@H](O)[C@H](Oc2ccnc3ccc(Oc4ccccc4)cc23)[C@@H](O)[C@@H]1O,1000589-75-2,1000589-81-0,31-352-CAS-17159727,1,1,100,39339-85-0,67-56-1,Amberlyst A 26 resin in OH- form used,"4-Hydroxyquinoline glucosides, and antimalarial agents containing them","Suzuki, Hiroshi","Japan, JP2008001630 A 2008-01-10",,,,,,
O=C(OCc1ccccc1)N1CCC(S(=O)(=O)NS(=O)(=O)Cc2ccccc2)CC1,O=CN1CCC(S(=O)(=O)NS(=O)(=O)Cc2ccccc2)CC1,O=C(OCc1ccccc1)N1CCC(S(=O)(=O)NS(=O)(=O)Cc2ccccc2)CC1>>O=CN1CCC(S(=O)(=O)NS(=O)(=O)Cc2ccccc2)CC1,1001022-73-6,1001022-74-7,31-367-CAS-6438924,1,1,100,540-69-2,67-56-1,incremental addition of Pd(OH)2 and ammonium formate,Preparation of aminosulfonylpiperidinylnicotinates as P2Y12 G-protein,"Johansson, Johan","World Intellectual Property Organization, WO2008004941 A1 2008-01-10",12135-22-7,(b) N-(benzylsulfonyl)-1-formylpiperidine-4-sulfonamide Benzyl,,,,
O=C1C=CC(=O)N1c1ccccc1,C=CC(=C)C1CC(=O)N1.O=C1CC(C2=CCC3C(=O)N(c4ccccc4)C(=O)C3C2)N1,O=C1C=CC(=O)N1c1ccccc1>>C=CC(=C)C1CC(=O)N1.O=C1CC(C2=CCC3C(=O)N(c4ccccc4)C(=O)C3C2)N1,"['941-69-5', '1000700-54-8']",1034081-23-6,31-289-CAS-14541086,1,2,100,"['10025-82-8', '12125-02-9']","['75-05-8', '7732-18-5']",Diels-Alder reaction,Process for preparing 4-alkenyl-2-azetidinone derivatives and multicyclic,"Lee, Phil Ho; Lee, Jungyeon; Lee, Seok-Ju","United States, US20080154034 A1 2008-06-26",,Preparation of,,,,
