Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:CAT:AMD,RXN:PRO:AMD,RXN:VAR:RGT:AMD
CCOC(=O)N1C(=O)C(=Cc2ccccc2)c2ccc(Cl)cc21,C=C(N=Cc1cccc(Cl)c1)O[Si](C)(C)C.O=C1C[C@H](c2ccccc2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H](c2cccc(Cl)c2)N1,CCOC(=O)N1C(=O)C(=Cc2ccccc2)c2ccc(Cl)cc21>>C=C(N=Cc1cccc(Cl)c1)O[Si](C)(C)C.O=C1C[C@H](c2ccccc2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H](c2cccc(Cl)c2)N1,"['949026-25-9', '950188-52-0']",949023-59-0,31-254-CAS-6738848,1,2,100,1310-73-2,"['108-88-3', '67-56-1', '7732-18-5']",Preparation of racemic,"stereoselective (in stage 1), thermal (in stage 1), key step in stage 1,",Preparation of spiroindolinone derivatives as antiproliferative and,"Chen, Li; Ding, Qingjie; Liu, Jin-Jun; Yang, Song; Zhang, Zhuming","United States, US20080009486 A1 2008-01-10",,,,
CCOC(=O)N1C(=O)C(=Cc2ccccc2)c2ccc(Cl)cc21,C=C(N=Cc1cccc(Cl)c1)O[Si](C)(C)C.O=C1C[C@H](c2ccccc2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H](c2cccc(Cl)c2)N1,CCOC(=O)N1C(=O)C(=Cc2ccccc2)c2ccc(Cl)cc21>>C=C(N=Cc1cccc(Cl)c1)O[Si](C)(C)C.O=C1C[C@H](c2ccccc2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H](c2cccc(Cl)c2)N1,"['949026-25-9', '950188-52-0']",949023-59-0,31-254-CAS-3623097,1,2,100,1310-73-2,"['108-88-3', '67-56-1', '7732-18-5']",Preparation of intermediate racemic,sealed tube used in stage 1,Preparation of spiroindolinone derivatives as antitumor agents,"Ding, Qingjie; Liu, Jin-Jun; Zhang, Zhuming","World Intellectual Property Organization, WO2007104714 A1 2007-09-20",,,,
[H][C@]12CC[C@](C)(C1(C)C)[C@@]1(CCC[C@H](N(CC(=O)N(C)C)C(=O)OCc3ccccc3)O1)C2,O=C(C=Cc1ccccc1)c1ccccc1.[H][C@]12CC[C@](C)(C1(C)C)[C@@]1(CCC[C@H](N(C(=O)OCc3ccccc3)[C@@H](C(=O)N(C)C)[C@H](CC(=O)c3ccccc3)c3ccccc3)O1)C2,[H][C@]12CC[C@](C)(C1(C)C)[C@@]1(CCC[C@H](N(CC(=O)N(C)C)C(=O)OCc3ccccc3)O1)C2>>O=C(C=Cc1ccccc1)c1ccccc1.[H][C@]12CC[C@](C)(C1(C)C)[C@@]1(CCC[C@H](N(C(=O)OCc3ccccc3)[C@@H](C(=O)N(C)C)[C@H](CC(=O)c3ccccc3)c3ccccc3)O1)C2,"['810671-46-6', '94-41-7']",810671-59-1,31-254-CAS-3631890,1,3,100,"['4039-32-1', '64-19-7']","['109-99-9', '7732-18-5']",General/Typical Procedure: General procedure for the Michael reaction of,"stereoselective, de 78%, Michael addition",Highly Stereoselective Michael Addition Reactions of CamTHP-Desymmetrized,"Dixon, Darren J.; Horan, Richard A. J.; Monck, Nathaniel J. T.; Berg,","Organic Letters (2004), 6(24), 4427-4429",,,,
C[N+](=O)[O-],Cn1ccnc1C(=O)/C=C/c1ccccc1.Cn1ccnc1C(=O)CC(C[N+](=O)[O-])c1ccccc1,C[N+](=O)[O-]>>Cn1ccnc1C(=O)/C=C/c1ccccc1.Cn1ccnc1C(=O)CC(C[N+](=O)[O-])c1ccccc1,"['75-52-5', '860772-43-6']",1242049-88-2,31-254-CAS-11397761,1,2,100,584-08-7,68-12-2,,"regioselective, Michael addition",DNA vs. Mirror Image DNA: A Universal Approach to Tune the Absolute,"Wang, Jocelyn; Benedetti, Erica; Bethge, Lucas; Vonhoff, Stefan;","Angewandte Chemie, International Edition (2013), 52(44), 11546-11549",,,,
CC(C)C=O,O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@H]1CC(=O)N(c2ccccc2)C1=O,CC(C)C=O>>O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@H]1CC(=O)N(c2ccccc2)C1=O,"['78-84-2', '941-69-5']",1258548-30-9,31-254-CAS-2038043,1,1,100,,"['68-12-2', '7732-18-5']",,"stereoselective, optimization study, optimized on solvent, optimized on","Enantioselective Michael addition of α,α-disubstituted aldehydes to","Avila, Angel; Chinchilla, Rafael; Najera, Carmen","Tetrahedron: Asymmetry (2012), 23(24), 1625-1627",1416427-52-5,,,
CC(C)C=O,O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O,CC(C)C=O>>O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O,"['78-84-2', '941-69-5']",1242461-29-5,31-254-CAS-14558142,1,1,100,534-17-8,75-09-2,General procedure for the Michael addition of α-branched aldehydes to,"stereoselective, NMR yield, 96% isolated yield, more than 99% ee;","An Asymmetric Michael Addition of α,α-Disubstituted Aldehydes to","Kokotos, Christoforos G.","Organic Letters (2013), 15(10), 2406-2409",40856-44-8,,,
CC(C)C=O,O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O,CC(C)C=O>>O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O,"['78-84-2', '941-69-5']",1242461-29-5,31-254-CAS-10071294,1,1,100,,"['68-12-2', '7732-18-5']",,"stereoselective, Michael addition, ee = 87%","Enantioselective Michael addition of α,α-disubstituted aldehydes to","Avila, Angel; Chinchilla, Rafael; Najera, Carmen","Tetrahedron: Asymmetry (2012), 23(24), 1625-1627",1416427-55-8,,,
CC(C)C=O,O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O,CC(C)C=O>>O=C1C=CC(=O)N1c1ccccc1.CC(C)(C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O,"['78-84-2', '941-69-5']",1242461-29-5,31-254-CAS-6443953,1,3,100,,"['107-06-2', '7732-18-5']",,"stereoselective, Schreiner's thiourea used, yield depends on reaction",Noncovalent Bifunctional Organocatalysts: Powerful Tools for Contiguous,"Nugent, Thomas C.; Sadiq, Abdul; Bibi, Ahtaram; Heine, Thomas; Zeonjuk,","Chemistry - A European Journal (2012), 18(13), 4088-4098,","['62-56-6', '1122-58-3', '4378-13-6']",,,
C=CC(=O)OC,CC(C)(C)OC(=O)CN=C(c1ccccc1)c1ccccc1.COC(=O)CC[C@H](N=C(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C,C=CC(=O)OC>>CC(C)(C)OC(=O)CN=C(c1ccccc1)c1ccccc1.COC(=O)CC[C@H](N=C(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C,"['96-33-3', '81477-94-3']",212121-62-5,31-254-CAS-15666028,1,1,100,,141-78-6,,"stereoselective, ee 98%, Michael addition, alternate reaction condition",Structure-activity relationship studies of cyclopropenimines as,"Bandar, Jeffrey S.; Barthelme, Alexandre; Mazori, Alon Y.; Lambert,","Chemical Science (2015), 6(2), 1537-1547",1366421-69-3,,,
O=[N+]([O-])c1ccc(O)cc1,CC(C)(C)OC(=O)OC(C)(C)C.CC(C)(C)OC(=O)Oc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1>>CC(C)(C)OC(=O)OC(C)(C)C.CC(C)(C)OC(=O)Oc1ccc([N+](=O)[O-])cc1,"['100-02-7', '34619-03-9']",13303-10-1,31-306-CAS-6772322,1,2,100,75-89-8,,,"green chemistry, solid-supported catalyst, ultrasound, alternative",An eco-sustainable erbium(III)-catalyzed method for formation/cleavage of,"Procopio, Antonio; Cravotto, Giancarlo; Oliverio, Manuela; Costanzo,","Green Chemistry (2011), 13(2), 436-443","['7440-52-0', '7631-86-9']",,,
Nc1ccc([N+](=O)[O-])cc1,O=Cc1ccc([N+](=O)[O-])o1.O=[N+]([O-])c1ccc(N=Cc2ccc([N+](=O)[O-])o2)cc1,Nc1ccc([N+](=O)[O-])cc1>>O=Cc1ccc([N+](=O)[O-])o1.O=[N+]([O-])c1ccc(N=Cc2ccc([N+](=O)[O-])o2)cc1,"['100-01-6', '698-63-5']",13410-74-7,31-309-CAS-22858536,1,1,100,,64-17-5,,"microwave irradiation (180w-200W), other solvent also used (methanol,",Method for obtaining pearls of urea using aldimines and its uses in,"Da Silva, Cleiton Moreira; Barbosa, Gisele Maria; De Souza, Leandro","Brazil, BR102015009891 A2 2018-04-03",,,,
Nc1ccc([N+](=O)[O-])cc1,CCOC(=O)C(=O)/C=C1/C=Cc2ccccc2N1.CCOC(=O)C(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2n1,Nc1ccc([N+](=O)[O-])cc1>>CCOC(=O)C(=O)/C=C1/C=Cc2ccccc2N1.CCOC(=O)C(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2n1,"['100-01-6', '119225-87-5']",1020387-67-0,31-614-CAS-28696340,1,3,100,"['7632-00-0', '7664-93-9']",75-09-2,,"solid-supported reagent, silica-modified sulfuric acid used as reagent in",An efficient method for the α-phenylhydrazation of heterocyclic systems,"Sadeghi, Zahra; Safari, Javad","Dyes and Pigments (2007), 75(2), 432-433",,,,
Nc1ccc([N+](=O)[O-])cc1,O=C(/C=C1/C=Cc2ccccc2N1)c1ccccc1.O=C(/C(=N/Nc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2n1)c1ccccc1,Nc1ccc([N+](=O)[O-])cc1>>O=C(/C=C1/C=Cc2ccccc2N1)c1ccccc1.O=C(/C(=N/Nc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2n1)c1ccccc1,"['100-01-6', '101126-37-8']",858973-05-4,31-614-CAS-26408710,1,3,100,"['7632-00-0', '7664-93-9']",75-09-2,,"solid-supported reagent, silica-modified sulfuric acid used as reagent in",An efficient method for the α-phenylhydrazation of heterocyclic systems,"Sadeghi, Zahra; Safari, Javad","Dyes and Pigments (2007), 75(2), 432-433",,,,
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(N)cc1,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc(N)cc1,100-01-6,106-50-3,31-614-CAS-31042212,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']",,"solid-supported catalyst, platinum embedded silica nanotube catalyst",Uniform fiber-like polymeric micelles of controlled length containing a,"Ruan, Junyi; Xiao, Yan; Ma, Junyu; Huang, Xiaoyu; Lu, Guolin; Feng, Chun","European Polymer Journal (2021), 153110496","['7440-06-4', '7631-86-9']",,',
C[C@@H](N)CO,CCCCCCC(C)(C)c1ccccc1/C=C\C/C=C\C/C=C\CCCC(=O)OC.CCCCCCC(C)(C)c1ccccc1/C=C\C/C=C\C/C=C\CCCC(=O)N[C@H](C)CO,C[C@@H](N)CO>>CCCCCCC(C)(C)c1ccccc1/C=C\C/C=C\C/C=C\CCCC(=O)OC.CCCCCCC(C)(C)c1ccccc1/C=C\C/C=C\C/C=C\CCCC(=O)N[C@H](C)CO,"['35320-23-1', '1000174-31-1']",1000174-13-9,31-368-CAS-12775518,1,1,100,,67-56-1,,sealed tube,"Novel, potent THC/anandamide (hybrid) analogs","Bourne, Caryl; Roy, Sucharita; Wiley, Jenny L.; Martin, Billy R.; Thomas,","Bioorganic & Medicinal Chemistry (2007), 15(24), 7850-7864",143-33-9,,,
O=[N+]([O-])c1ccc(O)cc1,C(#Cc1ccccc1)c1ccccc1.O=[N+]([O-])c1ccc2oc(-c3ccccc3)c(-c3ccccc3)c2c1,O=[N+]([O-])c1ccc(O)cc1>>C(#Cc1ccccc1)c1ccccc1.O=[N+]([O-])c1ccc2oc(-c3ccccc3)c(-c3ccccc3)c2c1,"['100-02-7', '501-65-5']",1480681-15-9,31-614-CAS-28537594,1,1,100,"['142-71-2', '563-63-3']",123-91-1,,"thermal, optimized on catalyst system, oxidant, base, solvent,",Direct access to benzo[b]furans through palladium-catalyzed oxidative,"Kuram, Malleswara Rao; Bhanuchandra, M.; Sahoo, Akhila K.","Angewandte Chemie, International Edition (2013), 52(17), 4607-4612","['1662-01-7', '51364-51-3']",,,
O=[N+]([O-])c1ccc(O)cc1,*CO*.CN(C)c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1>>*CO*.CN(C)c1ccc(O)cc1,"['100-02-7', '9002-81-7']",619-60-3,31-614-CAS-27103030,1,1,100,497-19-8,"['67-68-5', '7732-18-5']",,"green chemistry, catalyst prepared and used, recycled catalyst,",Reaction method for N-methylation of nitro compounds,"Yang, Yong; Dong, Xiaosu","China, CN109134270 A 2019-01-04","['7429-90-5', '7440-50-8']",,,
C=CC[C@@H](C)O,COCOc1cc(C)c(C(=O)O)c(OCOC)c1.C=CCCCCC(=O)N(C)OC.C[C@H]1C/C=C/CCCC/C=C/c2cc(O)cc(O)c2C(=O)O1,C=CC[C@@H](C)O>>COCOc1cc(C)c(C(=O)O)c(OCOC)c1.C=CCCCCC(=O)N(C)OC.C[C@H]1C/C=C/CCCC/C=C/c2cc(O)cc(O)c2C(=O)O1,"['64584-92-5', '946063-59-8', '1000063-41-1']",906374-55-8,31-356-CAS-8756126,1,7,100,"['603-35-0', '2446-83-5', '4111-54-0', '16940-66-2', '121-44-8', '124-63-0', '6674-22-2', '7647-01-0']","['67-56-1', '7732-18-5', '109-99-9', '107-06-2', '75-09-2', '108-88-3']",,"stereoselective, literature preparation, Mitsunobu reaction (stage 1),",Exploring Aigialomycin D and Its Analogues as Protein Kinase Inhibitors,"Xu, Jin; Chen, Anqi; Go, Mei-Lin; Nacro, Kassoum; Liu, Boping; Chai,","ACS Medicinal Chemistry Letters (2011), 2(9), 662-666","['301224-40-8', '1122-58-3']",,,
O=[N+]([O-])c1ccc(O)cc1,COC(=O)/C(N)=[C-](\C(=O)OC)[Pd+2]12[C-]3=C(C=CC=C3C[P]1(C1CCCCC1)C1CCCCC1)C[P]2(C1CCCCC1)C1CCCCC1.O=[N+]([O-])c1ccc([O-][Pd+2]23[C-]4=C(C=CC=C4C[P]2(C2CCCCC2)C2CCCCC2)C[P]3(C2CCCCC2)C2CCCCC2)cc1,O=[N+]([O-])c1ccc(O)cc1>>COC(=O)/C(N)=[C-](\C(=O)OC)[Pd+2]12[C-]3=C(C=CC=C3C[P]1(C1CCCCC1)C1CCCCC1)C[P]2(C1CCCCC1)C1CCCCC1.O=[N+]([O-])c1ccc([O-][Pd+2]23[C-]4=C(C=CC=C4C[P]2(C2CCCCC2)C2CCCCC2)C[P]3(C2CCCCC2)C2CCCCC2)cc1,"['100-02-7', '1801877-23-5']",1801877-24-6,31-562-CAS-15927656,1,1,100,,1076-43-3,,"alternative preparation shown, screw capped tube used","Parent-amido (NH2) palladium(II) complexes: Synthesis, reactions, and","Kim, Youngwon; Park, Soonheum","Comptes Rendus Chimie (2016), 19(5), 614-629",,,,
CC(C)(C)c1cccc(C(C)(C)C)c1O.[Y],CC(C)(C)C(O)CP(=O)(C(C)(C)C)C(C)(C)C.CC(C)(C)c1cccc(C(C)(C)C)c1[O-][Y+3]12(O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]1)O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]2,CC(C)(C)c1cccc(C(C)(C)C)c1O.[Y]>>CC(C)(C)C(O)CP(=O)(C(C)(C)C)C(C)(C)C.CC(C)(C)c1cccc(C(C)(C)C)c1[O-][Y+3]12(O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]1)O=P(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)[O-]2,"['113266-70-9', '1000069-02-2']",1191083-10-9,31-562-CAS-6841780,1,1,100,,1076-43-3,,alternative preparation shown,Ligand Recognition Processes in the Formation of Homochiral C3-Symmetric,"Arnold, Polly L.; Buffet, Jean-Charles; Blaudeck, Robert; Sujecki,","Chemistry - A European Journal (2009), 15(33), 8241-8250,",,,,
CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C,[H][C@]12C[C@@H](OC(=O)c3ccccc3)[C@H](C=O)[C@@]1([H])CC(=O)O2.[H][C@]12C[C@@H](OC(=O)c3ccccc3)[C@H](/C=N/N[Si](C)(C)C(C)(C)C)[C@@]1([H])CC(=O)O2,CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C>>[H][C@]12C[C@@H](OC(=O)c3ccccc3)[C@H](C=O)[C@@]1([H])CC(=O)O2.[H][C@]12C[C@@H](OC(=O)c3ccccc3)[C@H](/C=N/N[Si](C)(C)C(C)(C)C)[C@@]1([H])CC(=O)O2,"['10000-20-1', '39746-01-5']",690274-97-6,31-614-CAS-30473330,1,1,100,,75-09-2,"[3aR(3aα,4α,5β,6aα)]-(-)-5-(Benzoyloxy)hexahydro-2-oxo-2H-cyclopenta[b]-furan-4-carboxaldehyde","stereoselective, 83:17 anti:syn",Practical Procedures for the Preparation of,"Furrow, Michael E.; Myers, Andrew G.","Journal of the American Chemical Society (2004), 126(17), 5436-5445",144026-79-9,,,
OB(O)c1ccccc1,O=[N+]([O-])c1ccc(O)cc1.Oc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1>>O=[N+]([O-])c1ccc(O)cc1.Oc1ccc(-c2ccccc2)cc1,"['98-80-6', '100-02-7']",92-69-3,31-614-CAS-30967239,1,1,100,584-08-7,7732-18-5,,"Suzuki-Miyaura cross-coupling reaction, alternative reaction conditions",Urea-Based Porous Organic Frameworks: Effective Supports for Catalysis in,"Li, Liuyi; Chen, Zhilin; Zhong, Hong; Wang, Ruihu","Chemistry - A European Journal (2014), 20(11), 3050-3060",1619246-18-2,palladium complexes,,
C1COCCN1,C=CS(=O)(=O)Nc1ccc(-c2c(C#N)c3ccc(OC)cc3n2CC)cc1.CCn1c(-c2ccc(NS(=O)(=O)CCN3CCOCC3)cc2)c(C#N)c2ccc(OC)cc21,C1COCCN1>>C=CS(=O)(=O)Nc1ccc(-c2c(C#N)c3ccc(OC)cc3n2CC)cc1.CCn1c(-c2ccc(NS(=O)(=O)CCN3CCOCC3)cc2)c(C#N)c2ccc(OC)cc21,"['110-91-8', '1000004-58-9']",876740-56-6,31-260-CAS-7302439,1,1,100,,75-05-8,Step B: A suspension of ethenesulfonic acid,analogs prepared similarly,Preparation of substituted indoles for treating hepatitis C,"Karp, Gary M.; Hwang, Peter Seongwoo; Takasugi, James J.; Ren, Hongyu;","United States, US20070299068 A1 2007-12-27",,,,
Nc1ccc([N+](=O)[O-])cc1,O=C([O-])c1ccc2c(c1)C1=NC3=c4ccc(C(=O)[O-])cc4=C4N=C5c6ccc(C(=O)[O-])cc6C6=N5[Ni+2]5(N1=C2N=C1c2cc(C(=O)[O-])ccc2C(=N6)[N-]15)[N-]34.[H+].O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)C1=NC3=c4ccc(C(=O)Nc5ccc([N+](=O)[O-])cc5)cc4=C4N=C5c6ccc(C(=O)Nc7ccc([N+](=O)[O-])cc7)cc6C6=N5[Ni+2]5(N1=C2N=C1c2cc(C(=O)Nc7ccc([N+](=O)[O-])cc7)ccc2C(=N6)[N-]15)[N-]34,Nc1ccc([N+](=O)[O-])cc1>>O=C([O-])c1ccc2c(c1)C1=NC3=c4ccc(C(=O)[O-])cc4=C4N=C5c6ccc(C(=O)[O-])cc6C6=N5[Ni+2]5(N1=C2N=C1c2cc(C(=O)[O-])ccc2C(=N6)[N-]15)[N-]34.[H+].O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)C1=NC3=c4ccc(C(=O)Nc5ccc([N+](=O)[O-])cc5)cc4=C4N=C5c6ccc(C(=O)Nc7ccc([N+](=O)[O-])cc7)cc6C6=N5[Ni+2]5(N1=C2N=C1c2cc(C(=O)Nc7ccc([N+](=O)[O-])cc7)ccc2C(=N6)[N-]15)[N-]34,"['100-01-6', '74427-88-6']",1345027-10-2,31-614-CAS-28864297,1,2,100,1310-73-2,7732-18-5,,polyphosphoric acid used,"Synthesis and studies on 2,9,16,23-tetraanilido nickel (II)","Shoukat Ali, R. A.; Keshavayya, J.; Harish, M. N. K.; Shridhar, A. H.;","International Journal of ChemTech Research (2011), 3(3), 1145-1151",,,,
CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C,C[C@@H](CC=O)CC(C)(C)C.C[C@@H](C/C=N/N[Si](C)(C)C(C)(C)C)CC(C)(C)C,CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C>>C[C@@H](CC=O)CC(C)(C)C.C[C@@H](C/C=N/N[Si](C)(C)C(C)(C)C)CC(C)(C)C,"['10000-20-1', '690275-11-7']",690274-95-4,31-614-CAS-28873499,1,1,100,,,"3,5,5-Trimethylhexanal N-tert-Butyldimethylsilylhydrazone (2c): A 50-mL","stereoselective, 84:16 anti:syn, no solvent",Practical Procedures for the Preparation of,"Furrow, Michael E.; Myers, Andrew G.","Journal of the American Chemical Society (2004), 126(17), 5436-5445",144026-79-9,,,
Cc1ccc(C=O)cc1,CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C.Cc1ccc(/C=N/N[Si](C)(C)C(C)(C)C)cc1,Cc1ccc(C=O)cc1>>CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C.Cc1ccc(/C=N/N[Si](C)(C)C(C)(C)C)cc1,"['104-87-0', '10000-20-1']",690274-98-7,31-614-CAS-25413597,1,1,100,,,p-Tolualdehyde N-tert-Butyldimethylsilylhydrazone (2f): A freshly,"stereoselective, no solvent",Practical Procedures for the Preparation of,"Furrow, Michael E.; Myers, Andrew G.","Journal of the American Chemical Society (2004), 126(17), 5436-5445",144026-79-9,,,
O=[N+]([O-])c1ccc(O)cc1,COC(=O)C#CC(=O)OC.COC(=O)/C=C(/Oc1ccc([N+](=O)[O-])cc1)C(=O)OC,O=[N+]([O-])c1ccc(O)cc1>>COC(=O)C#CC(=O)OC.COC(=O)/C=C(/Oc1ccc([N+](=O)[O-])cc1)C(=O)OC,"['100-02-7', '762-42-5']",166538-76-7,31-236-CAS-5405535,1,1,100,,"['75-09-2', '7732-18-5']",General/Typical Procedure: General procedure for the preparation of 3: To,"stereoselective, 91:9 E:Z",Trimethylamine-catalyzed stereoselective reaction between dimethyl,"Nasiri, Farough; Atashkar, Bahareh","Monatshefte fuer Chemie (2008), 139(10), 1223-1227",75-50-3,,,
Nc1ccc([N+](=O)[O-])cc1,O=C(O)c1cc(O)cn1S(=O)(=O)c1ccccc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1cc(O)cn1S(=O)(=O)c1ccccc1,Nc1ccc([N+](=O)[O-])cc1>>O=C(O)c1cc(O)cn1S(=O)(=O)c1ccccc1.O=C(Nc1ccc([N+](=O)[O-])cc1)c1cc(O)cn1S(=O)(=O)c1ccccc1,"['100-01-6', '2820427-58-3']",2820427-55-0,31-614-CAS-33763007,1,1,100,,75-09-2,,"thermal, sealed tube used, molecular sieves used","Synthesis, vibrational analysis, molecular property investigation, and","Izuchukwu, Ugwu D.; Asogwa, Fredrick C.; Louis, Hitler; Uchenna, Eze F.;","Journal of Molecular Structure (2022), 1269133796",7646-85-7,,,
CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C,C=CCc1cc(OC)c(OC)cc1C=O.C=CCc1cc(OC)c(OC)cc1/C=N/N[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)NN[Si](C)(C)C(C)(C)C>>C=CCc1cc(OC)c(OC)cc1C=O.C=CCc1cc(OC)c(OC)cc1/C=N/N[Si](C)(C)C(C)(C)C,"['10000-20-1', '79928-73-7']",690275-00-4,31-614-CAS-27034014,1,1,100,,,6-Allylveratraldehyde N-tert-Butyldimethylsilylhydrazone (2h): A freshly,"stereoselective, no solvent",Practical Procedures for the Preparation of,"Furrow, Michael E.; Myers, Andrew G.","Journal of the American Chemical Society (2004), 126(17), 5436-5445",144026-79-9,,,
CC(C)(C)[Si](C)(C)OC/C=C/c1ccccc1,OCCCc1ccccc1,CC(C)(C)[Si](C)(C)OC/C=C/c1ccccc1>>OCCCc1ccccc1,100009-29-8,122-97-4,31-049-CAS-13251971,1,1,100,1333-74-0,67-56-1,,"chemoselective, alternative preparation shown",Unique Chemoselective Hydrogenation using a Palladium Catalyst,"Monguchi, Yasunari; Marumoto, Takahisa; Ichikawa, Tomohiro; Miyake,","ChemCatChem (2015), 7(14), 2155-2160",,,,
C=CC(=O)OC,C=CC[C@]1(N=[N+]=[N-])O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1.COC(=O)/C=C/C[C@]1(N=[N+]=[N-])O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,C=CC(=O)OC>>C=CC[C@]1(N=[N+]=[N-])O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1.COC(=O)/C=C/C[C@]1(N=[N+]=[N-])O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,"['96-33-3', '1000184-63-3']",1270942-27-2,31-470-CAS-8772528,1,1,100,,75-09-2,,"stereoselective, key step, cross metathesis reaction",Synthesis of sugar-derived spiroaminals via lactamization and metathesis,"Pal, Adabala Pal John; Kadigachalam, Parasuraman; Mallick, Asadulla;","Organic & Biomolecular Chemistry (2011), 9(3), 809-819",246047-72-3,,,
O=[N+]([O-])c1ccc(O)cc1,COC(=O)[C@H](C)O.COC(=O)[C@@H](C)Oc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1>>COC(=O)[C@H](C)O.COC(=O)[C@@H](C)Oc1ccc([N+](=O)[O-])cc1,"['100-02-7', '27871-49-4']",153546-08-8,31-012-CAS-23349911,1,2,100,"['603-35-0', '2446-83-5']",75-09-2,,"stereoselective, key step, Mitsunobu reaction",Asymmetric synthesis of photophore-containing lactisole derivatives to,"Nakagita, Tomoya; Ishida, Akiko; Tachrim, Zetryana Puteri; Wang, Lei;","Molecules (2020), 25(12), 2790",,,,
COC(=O)CC(=O)CC(=O)OC,COC(OC)N(C)C.Nc1ccc([N+](=O)[O-])cc1.COC(=O)CC(=O)C(=CNc1ccc([N+](=O)[O-])cc1)C(=O)OC,COC(=O)CC(=O)CC(=O)OC>>COC(OC)N(C)C.Nc1ccc([N+](=O)[O-])cc1.COC(=O)CC(=O)C(=CNc1ccc([N+](=O)[O-])cc1)C(=O)OC,"['1830-54-2', '4637-24-5', '100-01-6']",1156536-30-9,31-260-CAS-10679620,1,2,100,,67-56-1,General/Typical Procedure: Two-Step Procedure. Step 1: Synthesis of,"combinatorial, product depends on stoichiometry and reaction conditions",Bis-enaminone Based Parallel Solution-Phase Synthesis of,"Baskovc, Jernej; Bevk, David; Stanovnik, Branko; Svete, Jurij","Journal of Combinatorial Chemistry (2009), 11(3), 500-507",,,,
